Shared Resources,IP Address,Host Name,MAC Address,Response Time,Unnamed: 5,Date
,172.16.29.10,,00-1F-C1-1A-D3-8B,3 ms,,29-3-2023
,172.16.29.11,,00-0B-82-D2-41-4F,1 ms,,29-3-2023
,172.16.29.12,,00-0B-82-94-8A-8C,1 ms,,29-3-2023
,172.16.29.13,,00-0B-82-B6-EC-55,1 ms,,29-3-2023
,172.16.29.14,,00-0B-82-D9-9B-77,1 ms,,29-3-2023
,172.16.29.17,,00-1F-C1-1A-F3-C7,6 ms,,29-3-2023
,172.16.29.18,,00-0B-82-CA-42-EA,1 ms,,29-3-2023
,172.16.29.19,,00-0B-82-A1-63-F9,1 ms,,29-3-2023
,172.16.70.70,,58-11-22-0A-24-17,0 ms,,29-3-2023
,172.16.100.101,,04-D9-F5-F8-3F-A0,1 ms,,29-3-2023
,172.16.100.110,,F6-46-5F-61-2F-ED,1 ms,,29-3-2023
,172.16.119.18,,20-04-0F-FB-79-4E,1 ms,,29-3-2023
,172.16.0.18,ADMINSERVER18,60-45-CB-6E-83-08,1 ms,,29-3-2023
,172.16.9.251,CP1007,70-8B-CD-9F-BE-E6,1 ms,,29-3-2023
print$,172.16.4.131,CP1016,1C-1B-0D-2D-C7-8F,1 ms,,29-3-2023
,172.16.4.134,CP1021,38-60-77-6B-AC-48,1 ms,,29-3-2023
,172.16.4.69,CP1044,F8-32-E4-A1-B2-E5,0 ms,,29-3-2023
,172.16.7.221,CP1049,00-C0-26-A8-AB-74,1 ms,,29-3-2023
,172.16.6.156,CP1052,D0-00-6A-10-30-F0,2 ms,,29-3-2023
,172.16.4.54,CP1054,60-45-CB-70-49-7C,1 ms,,29-3-2023
,172.16.6.12,CP1058,60-45-CB-6E-81-46,2 ms,,29-3-2023
,172.16.11.12,CP1060,60-45-CB-6E-81-66,2 ms,,29-3-2023
,172.16.4.101,CP1068,60-45-CB-6E-81-6A,1 ms,,29-3-2023
,172.16.4.140,cp1077,B0-6E-BF-C5-ED-FD,1 ms,,29-3-2023
,172.16.7.143,CP1078,B0-6E-BF-C5-EF-0A,1 ms,,29-3-2023
,172.16.4.121,cp1080,B0-6E-BF-C5-EF-2D,1 ms,,29-3-2023
Users,172.16.8.3,CP1096,B0-6E-BF-C5-E0-1C,2 ms,,29-3-2023
,172.16.5.117,CP1098,B0-6E-BF-C5-E5-EA,2 ms,,29-3-2023
,172.16.52.102,CP1105,00-E0-4C-68-04-37,2 ms,,29-3-2023
,172.16.100.103,cp1106.rndicc.com,B0-6E-BF-C3-B8-9D,0 ms,,29-3-2023
,172.16.7.189,CP1113,B0-6E-BF-C3-B8-6B,1 ms,,29-3-2023
,172.16.4.176,CP1122,B0-6E-BF-D3-86-20,1 ms,,29-3-2023
,172.16.6.3,CP1127,B0-6E-BF-D3-86-4C,1 ms,,29-3-2023
,172.16.8.2,CP1142,18-31-BF-BA-AB-BF,1 ms,,29-3-2023
,172.16.4.108,CP1144,18-31-BF-23-79-4F,1 ms,,29-3-2023
,172.16.6.13,CP1151,18-31-BF-BA-AB-6F,2 ms,,29-3-2023
,172.16.4.123,CP1175,18-31-BF-BA-EF-99,1 ms,,29-3-2023
,172.16.4.110,CP1185,18-31-BF-BA-AC-C8,1 ms,,29-3-2023
,172.16.6.5,CP1186,18-31-BF-BA-9E-E1,2 ms,,29-3-2023
,172.16.7.219,CP1204,4C-ED-FB-97-4F-E3,1 ms,,29-3-2023
,172.16.5.114,CP1205,4C-ED-FB-97-56-C9,2 ms,,29-3-2023
,172.16.7.126,CP1208,4C-ED-FB-97-54-84,1 ms,,29-3-2023
,172.16.4.166,CP1210,4C-ED-FB-97-56-29,1 ms,,29-3-2023
,172.16.7.215,CP1220,4C-ED-FB-97-6A-02,1 ms,,29-3-2023
,172.16.9.51,CP1229,4C-ED-FB-C5-5F-2F,2 ms,,29-3-2023
,172.16.7.35,CP1232,4C-ED-FB-C5-5E-13,1 ms,,29-3-2023
,172.16.7.116,CP1236,4C-ED-FB-C5-6F-0F,1 ms,,29-3-2023
,172.16.2.138,CP1245,4C-ED-FB-C5-6F-8E,1 ms,,29-3-2023
,172.16.4.154,CP1247,4C-ED-FB-97-6B-24,1 ms,,29-3-2023
,172.16.5.136,CP1249,4C-ED-FB-97-6B-2C,2 ms,,29-3-2023
,172.16.4.112,CP1251,4C-ED-FB-97-6B-27,0 ms,,29-3-2023
,172.16.6.7,CP1266,04-D9-F5-36-23-18,0 ms,,29-3-2023
,172.16.4.116,CP1283,04-D9-F5-AA-62-23,1 ms,,29-3-2023
,172.16.9.127,CP1289,04-D9-F5-AA-59-0D,3 ms,,29-3-2023
,172.16.7.216,CP1291,04-D9-F5-F8-3F-10,0 ms,,29-3-2023
,172.16.7.185,CP1292,04-D4-C4-F3-87-24,1 ms,,29-3-2023
,172.16.7.72,cp1309,A8-5E-45-2B-58-8A,1 ms,,29-3-2023
,172.16.5.53,CP1310,A8-5E-45-6C-0A-20,1 ms,,29-3-2023
,172.16.52.105,CP1324,A8-5E-45-6C-0C-54,1 ms,,29-3-2023
,172.16.2.12,CP1327,A8-5E-45-6C-0C-DF,0 ms,,29-3-2023
,172.16.7.138,CP1347,A8-5E-45-32-91-D5,1 ms,,29-3-2023
,172.16.7.206,CP1362,A8-5E-45-69-CE-CF,1 ms,,29-3-2023
,172.16.12.1,CP1366,04-D9-F5-AE-2D-C9,1 ms,,29-3-2023
,172.16.9.207,CP1368,04-D9-F5-AE-30-40,1 ms,,29-3-2023
Users,172.16.2.10,CP1370,04-D9-F5-AE-30-47,1 ms,,29-3-2023
,172.16.7.69,CP1371,04-D9-F5-AE-33-1D,1 ms,,29-3-2023
,172.16.21.12,CP1374,04-D9-F5-AE-2F-1A,1 ms,,29-3-2023
,172.16.8.23,CP1375,04-D9-F5-AE-1F-94,1 ms,,29-3-2023
,172.16.9.210,CP1388,D4-5D-64-3B-6A-B4,3 ms,,29-3-2023
print$,172.16.4.50,CP1392,D4-5D-64-3B-6B-0A,1 ms,,29-3-2023
,172.16.4.106,CP1397,D4-5D-64-3B-6A-09,1 ms,,29-3-2023
,172.16.7.186,CP1398,D4-5D-64-3B-69-05,1 ms,,29-3-2023
,172.16.4.132,CP1400,D4-5D-64-3B-6A-1D,1 ms,,29-3-2023
,172.16.7.214,CP1401,D4-5D-64-3B-6A-22,1 ms,,29-3-2023
,172.16.8.12,CP1420,D4-5D-64-20-88-F6,1 ms,,29-3-2023
,172.16.6.86,CP1444,D4-5D-64-B0-3E-A9,1 ms,,29-3-2023
,172.16.4.67,CP1445,EC-A8-6B-C8-E7-C7,0 ms,,29-3-2023
,172.16.4.143,CP1450,00-1E-37-3A-78-58,1 ms,,29-3-2023
,172.16.9.25,CP1452,C0-3F-D5-00-63-97,2 ms,,29-3-2023
,172.16.7.209,CP1460,24-4B-FE-C9-9C-C2,1 ms,,29-3-2023
,172.16.5.70,CP1490,3C-7C-3F-18-53-D4,1 ms,,29-3-2023
,172.16.5.138,CP1500,3C-7C-3F-B9-C3-B7,1 ms,,29-3-2023
"Scan, KONICA MINOLTA 367SeriesPCL, print$",172.16.4.11,CP1537,2C-F0-5D-C1-A9-42,1 ms,,29-3-2023
,172.16.4.107,CP1540,2C-F0-5D-C1-A7-A3,0 ms,,29-3-2023
,172.16.7.226,CP1550,18-C0-4D-B5-F4-26,2 ms,,29-3-2023
,172.16.4.83,CP1558,18-C0-4D-E8-62-89,1 ms,,29-3-2023
,172.16.24.252,CP1558,18-C0-4D-E8-62-89,1 ms,,29-3-2023
,172.16.6.16,CP1559,18-C0-4D-E8-62-82,1 ms,,29-3-2023
,172.16.7.123,CP1576,18-C0-4D-E8-6C-00,1 ms,,29-3-2023
,172.16.7.63,CP1586,18-C0-4D-E8-21-FF,1 ms,,29-3-2023
,172.16.6.158,CP1591,18-C0-4D-E8-20-F6,1 ms,,29-3-2023
"scan, KONICA MINOLTA 367SeriesPCL, HP Neverstop Laser 100x, Users, print$",172.16.4.136,CP1592,18-C0-4D-E8-62-8E,1 ms,,29-3-2023
,172.16.4.102,CP1606,1C-69-7A-C3-99-03,3 ms,,29-3-2023
,172.16.7.192,CP1612,1C-69-7A-C3-8A-97,1 ms,,29-3-2023
,172.16.7.85,CP1618,1C-69-7A-C3-46-A1,2 ms,,29-3-2023
,172.16.7.222,CP1625,1C-69-7A-C3-98-75,0 ms,,29-3-2023
,172.16.7.224,CP1626,1C-69-7A-C2-94-40,2 ms,,29-3-2023
,172.16.4.90,CP1627,1C-69-7A-C3-3A-1C,1 ms,,29-3-2023
,172.16.7.184,CP1629,FC-34-97-0D-55-88,1 ms,,29-3-2023
,172.16.7.207,CP1630,1C-69-7A-C2-92-A5,1 ms,,29-3-2023
,172.16.7.202,CP1632,1C-69-7A-C3-42-39,1 ms,,29-3-2023
,172.16.4.46,CP1650,18-C0-4D-E8-63-6F,2 ms,,29-3-2023
,172.16.2.13,CP1651,18-C0-4D-E8-65-EB,1 ms,,29-3-2023
,172.16.7.142,CP1671,18-C0-4D-E8-73-3B,1 ms,,29-3-2023
,172.16.5.161,CP1674,FC-34-97-0E-AA-BA,1 ms,,29-3-2023
,172.16.52.202,CP1697,FC-34-97-0E-A4-7C,0 ms,,29-3-2023
,172.16.8.6,CP1706,18-C0-4D-E8-83-EF,1 ms,,29-3-2023
,172.16.5.25,CP1707,18-C0-4D-E8-80-CC,1 ms,,29-3-2023
,172.16.8.11,CP1712,18-C0-4D-E8-83-C0,2 ms,,29-3-2023
,172.16.4.152,CP1714,18-C0-4D-9B-0D-21,1 ms,,29-3-2023
,172.16.2.119,CP1720,18-C0-4D-F6-E1-66,0 ms,,29-3-2023
,172.16.5.27,CP1721,18-C0-4D-F6-E2-2B,2 ms,,29-3-2023
,172.16.5.65,CP1726,18-C0-4D-F6-E1-6D,1 ms,,29-3-2023
,172.16.5.5,cp1735,18-C0-4D-9B-0D-1C,2 ms,,29-3-2023
,172.16.21.2,CP1743,18-C0-4D-9A-9C-30,2 ms,,29-3-2023
,172.16.21.7,CP1746,18-C0-4D-9A-99-5B,3 ms,,29-3-2023
,172.16.9.236,CP1749,18-C0-4D-F7-8A-C6,3 ms,,29-3-2023
,172.16.4.150,CP1768,18-C0-4D-F6-52-92,2 ms,,29-3-2023
,172.16.5.145,CP1787,18-C0-4D-9A-5D-4B,2 ms,,29-3-2023
,172.16.4.161,CP1790,18-C0-4D-99-B9-F2,1 ms,,29-3-2023
,172.16.4.162,CP1792,18-C0-4D-EE-71-3A,0 ms,,29-3-2023
,172.16.5.207,CP1795,18-C0-4D-EE-79-67,2 ms,,29-3-2023
,172.16.21.9,CP1807,18-C0-4D-CB-39-16,2 ms,,29-3-2023
,172.16.20.57,CP1818,D8-5E-D3-68-C7-CF,2 ms,,29-3-2023
,172.16.7.62,CP1819,D8-5E-D3-68-C6-23,1 ms,,29-3-2023
,172.16.4.126,CP1821,50-EB-F6-9F-FC-70,1 ms,,29-3-2023
,172.16.5.85,CP1822,18-C0-4D-CB-39-19,1 ms,,29-3-2023
,172.16.2.16,CP1823,18-C0-4D-CB-48-AD,1 ms,,29-3-2023
,172.16.5.102,CP1832,18-C0-4D-CB-49-DA,1 ms,,29-3-2023
,172.16.4.130,CP1833,18-C0-4D-CB-3B-09,1 ms,,29-3-2023
,172.16.7.36,CP1834,18-C0-4D-CB-48-9C,1 ms,,29-3-2023
,172.16.9.83,CP1839,18-C0-4D-CB-3B-DF,2 ms,,29-3-2023
,172.16.2.129,CP1867,D8-5E-D3-67-01-62,2 ms,,29-3-2023
,172.16.4.125,CP1868,D8-5E-D3-67-01-5F,1 ms,,29-3-2023
,172.16.7.100,CP1878,D8-5E-D3-66-50-0F,1 ms,,29-3-2023
,172.16.7.54,CP1880,D8-5E-D3-66-50-15,2 ms,,29-3-2023
,172.16.7.145,CP1898,D8-5E-D3-66-73-75,1 ms,,29-3-2023
,172.16.21.8,CP1913,D8-5E-D3-66-6E-7E,3 ms,,29-3-2023
,172.16.5.166,CP1917,D8-5E-D3-66-66-40,2 ms,,29-3-2023
,172.16.5.119,CP1925,D8-5E-D3-66-73-4D,1 ms,,29-3-2023
,172.16.2.9,CP1934,D8-5E-D3-66-73-59,1 ms,,29-3-2023
,172.16.3.70,CP1936,D8-5E-D3-66-63-B5,2 ms,,29-3-2023
,172.16.6.104,CP1942,D8-5E-D3-66-8A-34,1 ms,,29-3-2023
,172.16.4.129,CP1947,D8-5E-D3-6E-E1-70,1 ms,,29-3-2023
"Scan, HP Neverstop Laser 100x, Users, print$",172.16.4.165,CP1951,D8-5E-D3-6E-DF-FA,0 ms,,29-3-2023
,172.16.8.7,CP1959,D8-5E-D3-6E-A3-EB,1 ms,,29-3-2023
,172.16.9.135,CP1965,D8-5E-D3-6E-A3-B7,1 ms,,29-3-2023
,172.16.7.58,CP1975,D8-5E-D3-6E-B3-6C,1 ms,,29-3-2023
,172.16.5.97,CP2003,D8-5E-D3-6E-B0-A4,1 ms,,29-3-2023
,172.16.4.73,CP2012,D8-5E-D3-6E-AF-E5,0 ms,,29-3-2023
,172.16.4.13,CP2025,88-A4-C2-A1-2F-37,1 ms,,29-3-2023
,172.16.7.79,CP2030,D8-5E-D3-D5-92-59,1 ms,,29-3-2023
,172.16.21.3,CP2032,D8-5E-D3-D5-8E-3B,2 ms,,29-3-2023
,172.16.5.64,CP2041,D8-5E-D3-D5-83-10,1 ms,,29-3-2023
,172.16.7.254,CP2063,D8-5E-D3-D5-91-CA,2 ms,,29-3-2023
,172.16.100.107,CP2064,D8-5E-D3-D5-92-22,1 ms,,29-3-2023
,172.16.8.8,CP2089,D8-5E-D3-49-6D-83,0 ms,,29-3-2023
,172.16.9.134,CP2116,D8-5E-D3-7B-FD-84,2 ms,,29-3-2023
,172.16.5.196,CP2121,D8-5E-D3-7B-FA-C8,1 ms,,29-3-2023
,172.16.2.118,CP2128,D8-5E-D3-7B-FD-00,1 ms,,29-3-2023
,172.16.7.74,CP2133,D8-5E-D3-7B-F3-7D,2 ms,,29-3-2023
,172.16.7.31,CP2137,D8-5E-D3-7B-FD-8D,2 ms,,29-3-2023
,172.16.5.66,CP2147,D8-5E-D3-4E-5A-9C,2 ms,,29-3-2023
,172.16.21.4,CP2154,D8-5E-D3-4E-71-59,3 ms,,29-3-2023
,172.16.2.49,CP2173,D8-5E-D3-49-6A-B5,2 ms,,29-3-2023
,172.16.5.7,cp2184,D8-5E-D3-49-5B-65,2 ms,,29-3-2023
,172.16.5.28,CP2191,D8-5E-D3-49-59-06,1 ms,,29-3-2023
,172.16.2.43,CP2195,D8-5E-D3-49-C4-7B,2 ms,,29-3-2023
,172.16.5.157,CP2197,D8-5E-D3-49-C4-80,1 ms,,29-3-2023
,172.16.7.183,CP2199,D8-5E-D3-49-C2-BD,1 ms,,29-3-2023
,172.16.4.200,CP2204,D8-5E-D3-49-6A-6E,2 ms,,29-3-2023
,172.16.7.181,CP2208,D8-5E-D3-49-6D-32,2 ms,,29-3-2023
,172.16.5.40,CP2210,D8-5E-D3-49-59-E2,2 ms,,29-3-2023
,172.16.7.60,CP2218,50-EB-F6-9F-F8-45,1 ms,,29-3-2023
,172.16.5.130,CP2219,50-EB-F6-9F-F8-B4,1 ms,,29-3-2023
,172.16.7.187,CP2235,58-11-22-0A-34-D6,2 ms,,29-3-2023
,172.16.7.182,CP2242,50-EB-F6-9F-FB-EC,2 ms,,29-3-2023
,172.16.7.4,CP2244,50-EB-F6-9F-FD-9B,1 ms,,29-3-2023
,172.16.2.120,CP2256,50-EB-F6-9F-FD-4E,2 ms,,29-3-2023
,172.16.4.160,CP2267,58-11-22-0A-30-85,0 ms,,29-3-2023
,172.16.7.119,CP2275,50-EB-F6-9D-FD-BF,2 ms,,29-3-2023
,172.16.7.121,CP2277,58-11-22-0A-35-8C,2 ms,,29-3-2023
,172.16.4.104,CP2280,58-11-22-08-B1-DC,11 ms,,29-3-2023
,172.16.7.92,CP2281,58-11-22-0A-3B-24,2 ms,,29-3-2023
,172.16.5.47,CP2283,58-11-22-0A-3B-31,2 ms,,29-3-2023
,172.16.5.45,CP2285,58-11-22-0A-3D-28,2 ms,,29-3-2023
,172.16.2.26,CP2290,58-11-22-0A-32-71,2 ms,,29-3-2023
,172.16.2.7,CP2292,58-11-22-0A-3A-5F,2 ms,,29-3-2023
,172.16.2.8,CP2293,58-11-22-0A-38-44,1 ms,,29-3-2023
,172.16.6.17,CP2321,58-11-22-0A-0F-B4,1 ms,,29-3-2023
,172.16.100.102,CP2326,58-11-22-95-51-E3,2 ms,,29-3-2023
,172.16.100.104,CP2332,58-11-22-95-50-C0,3 ms,,29-3-2023
,172.16.4.153,CP444,F8-0F-41-56-6D-8E,16 ms,,29-3-2023
,172.16.9.142,CP500,24-4B-FE-C9-9C-D7,1 ms,,29-3-2023
,172.16.21.5,CP541,1C-69-7A-C3-8C-C7,3 ms,,29-3-2023
,172.16.6.160,CP569,E0-69-95-90-BE-25,1 ms,,29-3-2023
"Scan, Machine Details, Brother MFC-L2700D series, HP LaserJet Professional M1136 MFP (Hirish Room Printer), print$",172.16.4.114,CP571,B0-6E-BF-C5-EF-2E,1 ms,,29-3-2023
,172.16.14.99,CP600,E0-69-95-B3-4A-2A,4 ms,,29-3-2023
,172.16.52.203,CP610,70-54-D2-AA-A3-22,1 ms,,29-3-2023
,172.16.6.159,CP630,28-10-7B-44-4E-8B,0 ms,,29-3-2023
,172.16.6.21,CP658,18-31-BF-BA-A1-1A,0 ms,,29-3-2023
,172.16.4.158,CP665,00-E0-4C-68-8F-61,0 ms,,29-3-2023
,172.16.7.196,CP666,00-1E-8C-F5-19-0B,1 ms,,29-3-2023
,172.16.4.145,CP704,7C-05-07-10-07-91,1 ms,,29-3-2023
,172.16.7.220,CP705,7C-05-07-10-3C-81,1 ms,,29-3-2023
,172.16.4.111,CP736,4C-72-B9-66-D1-F8,1 ms,,29-3-2023
,172.16.7.227,CP740,7C-05-07-AD-43-A1,1 ms,,29-3-2023
,172.16.0.47,CP745,38-60-77-8B-14-C7,1 ms,,29-3-2023
,172.16.4.109,CP753,00-22-4D-AA-F5-F2,1 ms,,29-3-2023
,172.16.5.32,CP754,54-BE-F7-0B-21-FC,1 ms,,29-3-2023
,172.16.6.4,CP755,A0-E1-4C-11-22-D9,1 ms,,29-3-2023
,172.16.6.157,CP760,00-E0-62-40-02-1F,1 ms,,29-3-2023
,172.16.8.18,cp776,7C-05-07-3C-8B-98,1 ms,,29-3-2023
,172.16.4.19,CP791,D0-00-6A-10-30-C0,1 ms,,29-3-2023
,172.16.4.57,CP804,54-BE-F7-88-5C-A7,2 ms,,29-3-2023
,172.16.4.58,CP804,54-BE-F7-88-5C-A7,1 ms,,29-3-2023
,172.16.3.51,CP812,54-BE-F7-2D-0E-C9,1 ms,,29-3-2023
,172.16.6.2,CP815,54-BE-F7-37-22-75,1 ms,,29-3-2023
,172.16.6.154,CP821,54-BE-F7-37-06-DB,1 ms,,29-3-2023
,172.16.7.188,CP823,00-E0-4C-68-8F-6A,1 ms,,29-3-2023
,172.16.5.91,CP827,54-BE-F7-2C-97-E8,1 ms,,29-3-2023
,172.16.7.230,CP839,7C-05-07-3B-78-F2,2 ms,,29-3-2023
,172.16.14.100,CP841,20-25-64-08-99-63,1 ms,,29-3-2023
,172.16.4.117,CP845,20-25-64-08-8A-57,0 ms,,29-3-2023
,172.16.4.66,CP847,20-25-64-08-DF-4B,2 ms,,29-3-2023
,172.16.21.6,CP849,40-16-7E-74-03-53,2 ms,,29-3-2023
,172.16.21.10,CP856,00-22-4D-B2-6C-8F,2 ms,,29-3-2023
,172.16.4.138,CP861,1C-87-2C-59-C9-3B,1 ms,,29-3-2023
,172.16.6.152,CP863,1C-87-2C-59-CA-67,2 ms,,29-3-2023
,172.16.7.194,CP874,00-22-4D-B1-89-29,2 ms,,29-3-2023
,172.16.7.229,CP881,1C-87-2C-59-CB-EA,2 ms,,29-3-2023
,172.16.7.17,CP909,F8-32-E4-9E-B4-DF,1 ms,,29-3-2023
,172.16.7.211,CP911,30-5A-3A-7C-7C-29,1 ms,,29-3-2023
,172.16.2.106,CP916,70-54-D2-C4-8D-BA,1 ms,,29-3-2023
,172.16.4.119,CP919,14-DD-A9-80-72-8D,1 ms,,29-3-2023
,172.16.6.1,CP929,30-5A-3A-7D-8F-F2,2 ms,,29-3-2023
,172.16.7.191,CP932,30-5A-3A-7D-8F-E8,2 ms,,29-3-2023
,172.16.2.17,CP933,F8-32-E4-9E-85-00,2 ms,,29-3-2023
,172.16.5.149,CP937,30-5A-3A-7D-8F-AA,1 ms,,29-3-2023
,172.16.52.204,CP941,00-40-46-51-31-16,2 ms,,29-3-2023
,172.16.4.147,CP946,14-DD-A9-80-73-62,1 ms,,29-3-2023
"Scan, HP LaserJet 1020, print$",172.16.4.52,CP948,D4-5D-64-3B-6A-02,1 ms,,29-3-2023
,172.16.6.200,CP950,D0-17-C2-98-6F-D3,1 ms,,29-3-2023
,172.16.7.213,CP952,34-97-F6-A1-36-A2,1 ms,,29-3-2023
,172.16.4.48,CP959,34-97-F6-A1-35-28,1 ms,,29-3-2023
,172.16.52.103,CP963,34-97-F6-A1-4E-8C,0 ms,,29-3-2023
,172.16.5.56,CP969,34-97-F6-A1-49-0C,2 ms,,29-3-2023
,172.16.4.148,CP970,34-97-F6-A2-F5-E1,1 ms,,29-3-2023
,172.16.7.212,CP986,38-D5-47-B4-60-C7,1 ms,,29-3-2023
,172.16.7.68,CP994,38-D5-47-B4-61-81,1 ms,,29-3-2023
,172.16.4.142,DESKTOP-6FBJRQM,48-2A-E3-76-08-4A,1 ms,,29-3-2023
,172.16.10.100,DUMPSRV,D8-5E-D3-49-6B-55,2 ms,,29-3-2023
,172.16.0.7,ENWEBBAK,6E-7A-D7-8C-37-61,2 ms,,29-3-2023
,172.16.13.182,FREEPBX,B2-9A-76-94-C8-0A,1 ms,,29-3-2023
,172.16.3.2,HRDBLIVE,6E-C2-15-B1-AF-A0,2 ms,,29-3-2023
,172.16.0.40,hrms.rndicc.com,62-A9-8D-7D-D0-E1,1 ms,,29-3-2023
,172.16.0.147,ICCAPI,5A-3D-A6-49-27-91,1 ms,,29-3-2023
,172.16.4.151,KM0939FF,00-20-6B-09-39-FF,1 ms,,29-3-2023
,172.16.0.150,KM2481AA,00-17-C8-24-81-AA,2 ms,,29-3-2023
,172.16.0.151,KME060AD,00-17-C8-E0-60-AD,1 ms,,29-3-2023
,172.16.12.189,LINE1,B2-D2-A4-09-8C-FD,1 ms,,29-3-2023
,172.16.0.74,LINUXBACKUPSEC,D0-00-6A-13-AC-5E,0 ms,,29-3-2023
,172.16.0.149,MATRIX_RND,D2-E5-E0-D3-3E-65,2 ms,,29-3-2023
,172.16.0.16,MSSQLSRV,D2-3C-08-FB-66-1C,1 ms,,29-3-2023
,172.16.13.16,MSSQLSRVBAK,66-F7-20-33-C2-84,3 ms,,29-3-2023
,172.16.0.48,MTAPPSRV,FA-69-75-40-5C-E5,1 ms,,29-3-2023
,172.16.0.20,MTSRV,FC-34-97-0D-4D-3D,3 ms,,29-3-2023
,172.16.0.11,MTSRV1,D8-5E-D3-49-5E-38,1 ms,,29-3-2023
,172.16.10.63,myvoice.rndicc.com,2A-B9-37-01-E0-7E,1 ms,,29-3-2023
,172.16.15.212,myvoice1,8E-C5-AF-B7-14-02,1 ms,,29-3-2023
,172.16.0.50,RNDAD,66-81-CF-2B-77-D8,2 ms,,29-3-2023
,172.16.0.81,RNDADS1,D2-F3-64-82-4E-CE,1 ms,,29-3-2023
,172.16.0.80,RNDADS2,1C-87-2C-59-CA-91,1 ms,,29-3-2023
,172.16.0.19,RNDBT,5C-F3-FC-AF-C3-01,1 ms,,29-3-2023
,172.16.0.85,RNDBTBAK,D8-5E-D3-49-5D-93,1 ms,,29-3-2023
,172.16.0.93,RNDDB,F2-75-29-F1-92-3B,1 ms,,29-3-2023
,172.16.0.145,RNDECOMBAK,00-80-48-69-C5-F9,2 ms,,29-3-2023
,172.16.0.86,RNDICCADS,8A-5C-04-F3-D0-41,0 ms,,29-3-2023
,172.16.0.46,RNDICCADS1,FA-38-E2-69-D4-A8,1 ms,,29-3-2023
,172.16.0.39,RNDICCBAK,60-45-CB-6E-81-A9,1 ms,,29-3-2023
"Softwares, Training, Quality, SkillMapping, Management, CustomerProperty, Admin, LanguageTraining, ISO, Production, Recordings",172.16.0.33,RNDICCDATA,34-40-B5-88-84-D3,1 ms,,29-3-2023
,172.16.0.14,RNDRTSDBBAK,D6-01-40-F9-1E-24,2 ms,,29-3-2023
,172.16.0.9,RNDWEB,5C-F3-FC-AF-C4-89,1 ms,,29-3-2023
,172.16.0.35,RNDWEBBAK,00-15-17-D5-6B-88,1 ms,,29-3-2023
,172.16.0.25,RNDWSUS,00-15-17-B7-38-AD,1 ms,,29-3-2023
,172.16.0.13,RNDXAMPP1,D6-0F-89-82-A5-FF,1 ms,,29-3-2023
,172.16.18.13,RNDXAMPP1-BAK,DE-5E-73-61-0F-62,1 ms,,29-3-2023
,172.16.0.17,RTSDB,B2-7C-90-A6-9F-8A,1 ms,,29-3-2023
,172.16.0.65,SAMBA65,4C-ED-FB-C5-6E-F7,0 ms,,29-3-2023
,172.16.0.15,SEARCHENG-VM,C2-70-14-A3-87-A5,1 ms,,29-3-2023
,172.16.20.61,SMC1,C2-21-82-15-63-E4,2 ms,,29-3-2023
,172.16.20.51,SMCSRV,7E-A7-8E-34-5C-29,4 ms,,29-3-2023
,172.16.20.52,SMCSRV1,86-7B-61-AB-CB-1C,2 ms,,29-3-2023
,172.16.20.53,SMCSRV2,D2-C8-E7-D0-41-43,14 ms,,29-3-2023
,172.16.20.56,SMCSRV5,AE-E8-E9-04-F7-79,1 ms,,29-3-2023
,172.16.20.54,SMSRV3,AA-35-CE-36-9A-EB,1 ms,,29-3-2023
,172.16.0.41,SUPPORT,3A-B0-48-B3-8A-39,1 ms,,29-3-2023
,172.16.0.32,SWIIS,F2-FD-EE-6E-26-51,1 ms,,29-3-2023
,172.16.4.100,TALLYSRV,B2-49-C2-B1-D4-47,1 ms,,29-3-2023
,172.16.0.8,WEBSERVER,92-99-97-9C-43-93,1 ms,,29-3-2023
,172.16.0.43,XAMPPBAK,F6-56-70-1B-89-88,1 ms,,29-3-2023
