version|account-id|interface-id|srcaddr|dstaddr|srcport|dstport|protocol|packets|bytes|start|end|action|log-status
2 427269732527 eni-01fe3f6c5bb8ce465 91.218.115.175 10.0.1.210 59440 5595 6 1 40 1680825574 1680825600 REJECT OK
2 427269732527 eni-01fe3f6c5bb8ce465 10.0.1.210 10.0.1.52 443 52844 6 1 40 1680825574 1680825600 ACCEPT OK
2 427269732527 eni-01fe3f6c5bb8ce465 91.218.115.175 10.0.1.210 59440 8414 6 1 40 1680825574 1680825600 REJECT OK
2 427269732527 eni-01fe3f6c5bb8ce465 10.0.1.210 10.0.1.52 443 15064 6 1 40 1680825574 1680825600 ACCEPT OK
2 427269732527 eni-01fe3f6c5bb8ce465 68.69.184.22 10.0.1.210 5564 36060 17 1 424 1680825574 1680825600 REJECT OK
2 427269732527 eni-01fe3f6c5bb8ce465 212.70.149.74 10.0.1.210 49603 10061 6 1 40 1680825574 1680825600 REJECT OK
2 427269732527 eni-01fe3f6c5bb8ce465 10.0.1.52 10.0.1.210 52844 443 6 1 60 1680825574 1680825600 ACCEPT OK
2 427269732527 eni-01fe3f6c5bb8ce465 10.0.1.52 10.0.1.210 15064 443 6 1 60 1680825574 1680825600 ACCEPT OK
2 427269732527 eni-0def6f8fdbba552be - - - - - - - 1680825570 1680825600 - NODATA
2 427269732527 eni-08495bc2371ffdca7 - - - - - - - 1680825570 1680825600 - NODATA
2 427269732527 eni-0d8093e6cb25472ff - - - - - - - 1680825581 1680825611 - NODATA
2 427269732527 eni-0379b7a4684760598 10.0.2.84 15.177.22.7 80 27814 6 1 40 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 15.177.26.7 10.0.2.84 9862 80 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 15.177.22.7 10.0.2.84 27814 80 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 15.177.50.9 10.0.2.84 50464 80 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 15.177.38.7 10.0.2.84 12014 80 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 10.0.2.84 15.177.50.9 80 42386 6 1 40 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 15.177.34.7 10.0.2.84 14094 80 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 15.177.2.9 10.0.2.84 45988 80 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 15.177.50.9 10.0.2.84 42386 80 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 10.0.2.94 10.0.2.84 29962 443 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 15.177.6.7 10.0.2.84 36612 80 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 15.177.42.7 10.0.2.84 21242 80 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 15.177.10.7 10.0.2.84 25012 80 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 15.177.62.7 10.0.2.84 14930 80 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 10.0.2.84 15.177.6.7 80 28254 6 1 40 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 10.0.2.84 15.177.42.7 80 21242 6 1 40 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 15.177.38.7 10.0.2.84 30666 80 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 15.177.10.7 10.0.2.84 65502 80 6 1 60 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 10.0.2.84 15.177.22.7 80 40698 6 1 40 1680825582 1680825611 ACCEPT OK
2 427269732527 eni-0379b7a4684760598 10.0.2.84 15.177.14.7 80 42480 6 1 40 1680825582 1680825611 ACCEPT OK
